id,prompt,k_kode,land,verdikjedeledd,pastand,type,status,niva,tall,enhet,data_aar,kilde_url,utgiver,publisert,lokator,sitat,kildetype,sikkerhet,kommentar,kildefil
R2-NORD-011,R2,OVELSE,Norge,svin; slakteri; rein,"Mattilsynet dokumenterer i 2024 ASPekt om ASF hos villsvin, ASF-øvelse i besetning og Sarvvis om skrantesjuke, med både offentlige og private/faglige aktører.",øvelse,,,,,2024,https://www.mattilsynet.no/om-mattilsynet/arsrapport-for-mattilsynet-2024,Mattilsynet,"2025, eksakt dato ikke oppgitt i hentet HTML",Beredskap – oversikt over større øvelser,Øvelse ASPekt om utbrudd av Afrikansk svinepest hos villsvin,myndighetens årsrapport,høy,"Årsrapport er egenrapportering, ikke dedikert øvelsesevaluering.",R2-ovelser.md
R2-NORD-012,R2,OVELSE,Sverige,fôr- og næringsmiddelkjeden,Livsmedelsverket dokumenterer fra 2022 en øvingsserie rettet mot evnen til å håndtere alvorlige kriser i fôr- og næringsmiddelkjeden.,øvelse,,,,,2022,https://www.livsmedelsverket.se/om-oss/samarbeten-och-projekt/projekt2/ovningsserie-for-att-starka-formagan-att-hantera-allvarliga-kriser-i-foder-och-livsmedelskedjan/,Livsmedelsverket,03.05.2022,prosjektside,Övningsserie för att stärka förmågan att hantera allvarliga kriser i foder- och livsmedelskedjan,myndighetsside,middels,Samlet offentlig sluttevaluering og full deløvelsesliste ikke funnet i avgrenset søk.,R2-ovelser.md
R2-NORD-013,R2,OVELSE,Danmark,svineproduksjon; slakteri/destruksjon; transport,En dansk myndighetsside beskriver en planlagt tre dagers fullskala ASF-øvelse med over 100 deltakere og en forutgående skrivebordsøvelse.,øvelse,,,100+,forventede deltakere,år ikke oppgitt,https://fvm.dk/ministeriet/koncernens-organisation/moed-koncernens-medarbejdere/kriseoevelse-for-at-vaere-klar-hvis-afrikansk-svinepest-rammer-danmark,"Ministeriet for Fødevarer, Landbrug og Fiskeri / Fødevarestyrelsen",dato ikke oppgitt på siden,avsnitt 161–170,Målet er at trykprøve det danske veterinære beredskab,myndighetsside,middels,Kilden beskriver planlegging; fordi år mangler kan øvelsen ikke sikkert føres som gjennomført 2015–2026.,R2-ovelser.md
R2-NORD-014,R2,ETTERLAERING,Danmark,kritiske forsyninger generelt,SAMSIKs konsept legger opp til læringsopsamling også etter mindre forsyningskriser og nesten-hendelser og inneholder et eget verktøy for implementeringsoppfølging.,læringsrapport,,,,,2026,https://samsik.dk/forsyningssikkerhed/laeringsopsamling/,Styrelsen for Samfundssikkerhed,"løpende side, hentet 15.09.2026",avsnitt 10–21 og nedlastingsliste,En mindre forsyningskrise ... rummer altid et potentiale for læring,myndighetsmetode,høy,Konseptet stammer fra Styrelsen for Forsyningssikkerhed og er overtatt av SAMSIK.,R2-ovelser.md
R2-NORD-015,R2,ETTERLAERING,Danmark,innkjøp; lager; logistikk,"Covid-læringsopsamlingen peker på manglende kunnskap om forsyningssikkerhet/forsyningskjeder, behov for tydelige beslutningsroller, gode data og en plan for retur til normal innkjøpspraksis.",læringsrapport,,,,,2020-2023,https://samsik.dk/wp-content/uploads/2025/10/Laeringsopsamling-om-indkoeb-og-lager-under-covid-19.pdf,Styrelsen for Forsyningssikkerhed,10.2023,"s. 4–8, særlig s. 5–6 og 8",Tænk over beslutningsstrukturen – hvem skal træffe beslutningerne under krisen,myndighetens etterhendelsesrapport,høy,"Gjelder primært smittevernutstyr, ikke mat; brukes her som analog forsyningslæring.",R2-ovelser.md
R2-NORD-016,R2,ETTERLAERING,Danmark,telekommunikasjon; tverrsektoriell forsyning,"SAMSIKs oppsummering etter TDC-utfallet 28.11.2024 behandler nødsamtaler, myndighets–selskapssamordning og alternative kommunikasjonsmuligheter.",læringsrapport,,,,,2024,https://samsik.dk/artikler/2025/11/myndighedernes-opsamling-paa-tdc-haendelsen-28-november-2024/,Styrelsen for Samfundssikkerhed,11.2025,hele oppsummeringen,Myndighedernes opsamling på TDC-hændelsen 28. november 2024,myndighetens etterhendelsesrapport,høy,Ikke matspesifikk; relevant som analog studie av roller og koordinering.,R2-ovelser.md
R2-NORD-017,R2,EVAL,Sverige,tverrsektorielt,"Svensk systematisk øvingsvirksomhet behandler evaluering og erfaringshåndtering som del av øvelsessyklusen, med planlegging, lokale evaluatorer og oppfølging.",fakta,,,,,2025,https://www.msb.se/sv/utbildning--ovning3/systematisk-ovningsverksamhet2/utvardering-och-erfarenhetshantering/,"Myndigheten för samhällsskydd och beredskap, nå MCF",sist gransket 03.04.2025,siden om utvärdering och erfarenhetshantering,Att utvärdera övningar och ta hand om erfarenheterna,myndighetsveiledning,høy,Nettsted/etat er senere omorganisert/navneendret.,R2-ovelser.md
R2-NORD-018,R2,EVAL,Norge,tverrsektorielt,Offentlig tilgjengelig materiale viser både sektorenes egen erfaringsrapportering og at DSB kan få særskilt departementsoppdrag om uavhengigere hendelsesevaluering; en tilsvarende offentlig matøvelsesevaluering ble ikke funnet.,tolkning,,,,,2023-2026,https://www.dsb.no/aktuelt/,Direktoratet for samfunnssikkerhet og beredskap,28.08.2026 for eksempelet,sak om evalueringen av Krokstadelva,DSB starter nå arbeidet med evalueringen,myndighetsside,middels,"Krokstadelva er en hendelsesevaluering, ikke mat- eller øvelsesevaluering.",R2-ovelser.md
R2-NORD-019,R2,EVAL,Finland,dyrehelse; matproduksjon,Potsi viser at finsk sektormyndighet kan publisere separate sluttrapporter fra deløvelser og bruke observasjoner/anbefalinger i videre beredskapsplanlegging.,evaluering,,,4,rapporter,2020,https://www.ruokavirasto.fi/elaimet/elainten-terveys-ja-elaintaudit/elaintautien-vastustaminen-ja-valvonta/elaintautivalmius/valmiusharjoitukset/,Ruokavirasto,oppdatert 05.01.2026,Potsi 2020,Potsi 2020,myndighetsside og arrangørrapporter,høy,Ingen generell nordisk-lignende publikasjonstvang kan utledes av dette ene eksempelet.,R2-ovelser.md
R2-NORD-020,R2,FORSKNING,internasjonalt,beredskap generelt,En strukturert forskningsgjennomgang undersøkte AAR-er som mekanisme for organisatorisk og systemisk læring etter reelle beredskapshendelser.,forskningsfunn,,,,,2012,https://doi.org/10.3390/ijerph9082949,International Journal of Environmental Research and Public Health / MDPI,2012,"artikkel, tittel/structured review",Use of After Action Reports (AARs) to Promote Organizational and Systems Learning,forskningsartikkel,høy,Ikke matspesifikk og ikke nordisk.,R2-ovelser.md
R2-NORD-021,R2,FORSKNING,internasjonalt,cyber/kritisk infrastruktur,"En studie av cyberforsvarsøvelser peker på at forsinket detaljfeedback kan svekke læring og fant positiv brukervurdering av umiddelbar, personlig hendelsesfeedback.",forskningsfunn,,,,,2017,https://arxiv.org/abs/1712.09424,arXiv / forskerforfattere,26.12.2017,abstract,this diminishes the effect of the exercise,forskningspreprint,middels-høy,"Empirisk øvelsesstudie, men ikke mat og ikke mål på langtidseffekt.",R2-ovelser.md
R2-NORD-022,R2,TOLKNING,Norden,hele matsystemet,"Nordic Food Alert-surveyen støtter at aktørmangfold, refleksjon og tid til konsolidering påvirket opplevd læring, men dokumenterer ikke kausal langtidseffekt.",tolkning,,,,,2024,https://pub.norden.org/temanord2025-528/annex-1-participant-survey-results.html,Nordisk ministerråd,12.03.2025,"Annex 1, learning mechanisms og missing stakeholder perspectives","Group work, without roles",arrangørens deltakersurvey,middels,"Tolkning av selvrapportert læring, ikke uavhengig effektstudie.",R2-ovelser.md
R3-NO-001,R3,Q1_COVID,Norge,hele matkjeden,"Barnehage-/skolelisten gjaldt nøkkelpersonell i samfunnskritiske funksjoner, ikke automatisk alle ansatte i virksomheten.",definert kritisk rolle,,,,,2020,https://tasen.osloskolen.no/siteassets/dokumenter/for-elever-og-foresatte/liste-over-kritiske-samfunnsfunksjoner-tabell-hlm-tas.pdf,Departementene/DSB; kopi hos Oslo kommune,2020-04-13,"innledning, s. 1",det er nøkkelpersonell innenfor de samfunnskritiske funksjonene som er omfattet,primær myndighetsdokument; kommunalt speil,høy,Avgrenser hvordan resten av den norske listen skal tolkes.,R3-kritiske-roller.md
R3-NO-002,R3,Q1_COVID,Norge,"produksjon, grossist, lager, transport, handel","Matforsyningslisten omfatter blant annet sjåfører, lagerarbeidere, distribusjons-/lagerpersonell, sentral administrasjon, fôrindustri, husdyr/fiskeri/havbruk, veterinærer, næringsmiddelindustri og butikkansatte.",definert kritisk rolle,,,,,2020,https://tasen.osloskolen.no/siteassets/dokumenter/for-elever-og-foresatte/liste-over-kritiske-samfunnsfunksjoner-tabell-hlm-tas.pdf,Departementene/DSB; kopi hos Oslo kommune,2020-04-13,"Forsyningssikkerhet – Matforsyning, s. 10–11","Produsenter, importører, grossister, butikker",primær myndighetsdokument; kommunalt speil,høy,"Listen er bredere enn produksjonsoperatører og omfatter støtte-, lager- og transportfunksjoner.",R3-kritiske-roller.md
R3-SE-001,R3,Q1_COVID,Sverige,"slakteri, meieri, mølle, bakeri, grossist, handel","MSBs covid-liste nevner slakterier, meierier, møller og bakerier, samt grossister, distribusjonssentraler, mattransport og matvarehandel som samfunnsviktig aktivitet.",definert kritisk rolle,,,,,2020,https://saffle.se/download/18.4ab49a70172a20d513213834/1592301202193/200602-samhallsviktig-verksamhet-under-coronapandemin.pdf,Myndigheten för samhällsskydd och beredskap (MSB),2020-06-02,tabellen 'Livsmedel',"slakterier, mejerier, kvarnar, bagerier m.m.",primær myndighetskilde; kommunalt speil av MSB-dokument,høy,Dokumentet konkretiserer MSBFS-listen under pandemien.,R3-kritiske-roller.md
R3-SE-002,R3,Q1_COVID/Q5_MIN_BEM,Sverige,alle samfunnsviktige funksjoner,Kriteriet for nødvendig personell var funksjonelt: bortfall måtte kunne føre til at virksomheten ikke kunne opprettholdes på akseptabelt nivå.,definert kritisk rolle,,,,,2020,https://lagen.nu/msbfs/2020%3A3,MSB; gjengitt av lagen.nu,2020-03-26,"MSBFS 2020:3, 2 §",En arbetsinsats är nödvändig om ett bortfall av denna kan antas leda till att verksamheten inte kan upprätthållas på en acceptabel nivå.,myndighetsforskrift via rettskildespeil,høy,"Dette er en funksjonell terskel, ikke et minimumstall for bemanning.",R3-kritiske-roller.md
R3-SE-003,R3,Q1_COVID/Q4_NOKKEL,Sverige,matproduksjon,Teknisk service ble nevnt som eksempel på samfunnsviktig aktivitet i matsektoren.,definert kritisk rolle,,,,,2020,https://saffle.se/download/18.4ab49a70172a20d513213834/1592301202193/200602-samhallsviktig-verksamhet-under-coronapandemin.pdf,MSB,2020-06-02,"tabellen 'Livsmedel', eksempellisten",teknisk service,primær myndighetskilde; kommunalt speil,høy,"Dokumenterer kritikalitet, men ikke om servicepersonellet er internt/eksternt eller hvor mange som trengs.",R3-kritiske-roller.md
R3-FI-001,R3,Q1_COVID,Finland,"primærproduksjon, matindustri, distribusjon","Statsrådets liste definerte personell i matforsyning, inkludert primærproduksjon, matindustri og distribusjon, som kritisk.",definert kritisk rolle,,,,,2020,https://valtioneuvosto.fi/-/yhteiskunnan-toiminnan-kannalta-kriittisten-alojen-henkilosto,Valtioneuvosto / Statsrådet,2020-03-17,Maa- ja metsätalousministeriön hallinnonala,"Elintarvikehuollon henkilöstö, ml. alkutuotanto, elintarviketeollisuus ja –jakelu",primær myndighetskilde,høy,Listen ble publisert i forbindelse med ordningene for kritisk personell under unntaksforholdene.,R3-kritiske-roller.md
R3-FI-002,R3,Q1_COVID,Finland,"handel, grossist, lager, transport","Kritisk personell omfattet også handel, handelens logistikksentre og transport samt Food Service-grossister og institusjonskjøkken.",definert kritisk rolle,,,,,2020,https://valtioneuvosto.fi/-/yhteiskunnan-toiminnan-kannalta-kriittisten-alojen-henkilosto,Valtioneuvosto / Statsrådet,2020-03-17,Maa- ja metsätalousministeriön hallinnonala,"Kauppa, kaupan logistiikkakeskukset ja kuljetus, Food Service tukkukauppa ja laitoskeittiöt",primær myndighetskilde,høy,Viser at distribusjon og grossistfunksjoner ble regnet som kritiske sammen med produksjonen.,R3-kritiske-roller.md
R3-DK-001,R3,Q1_COVID,Danmark,transport/forsyning,"Den danske nødpasningsforskriften prioriterte blant annet barn av foreldre som ivaretok samfunnskritiske funksjoner i transport- og forsyningsvirksomheter, men listet ikke matyrker særskilt.",definert kritisk rolle,,,,,2020,https://www.retsinformation.dk/api/pdf/213472,Sundheds- og Ældreministeriet,2020-03-17,"§ 5, stk. 2, nr. 1",transport- og forsyningsvirksomheder,primær rettskilde,høy,Matspesifikke yrkestitler kan ikke leses ut av forskriften.,R3-kritiske-roller.md
R3-DK-002,R3,Q1_COVID,Danmark,privat næringsliv,Nødpasningsordningen omfattet også barn av foreldre i privat virksomhet som ikke hadde hjemsendt medarbeiderne.,definert adgangskriterium,,,,,2020,https://www.retsinformation.dk/api/pdf/213472,Sundheds- og Ældreministeriet,2020-03-17,"§ 5, stk. 2, nr. 2","ansat i en privat virksomhed, der ikke har hjemsendt medarbejderne",primær rettskilde,høy,Gjør den danske ordningen mindre egnet som ren kartlegging av kritiske matyrker.,R3-kritiske-roller.md
R3-IS-001,R3,Q1_COVID,Island,arbeidsrelatert karantene,Islandske regler åpnet for arbeidsrelatert karantene for personer som kom for å arbeide eller utføre bestemte oppgaver; kilden er ikke matspesifikk.,definert karanteneunntak,,,,,2020,https://www.stjornarradid.is/frettir/grein/2020-08-18-New-rules-on-quarantine-isolation-and-screening-at-the-border/,Government of Iceland / Ministry of Health,2020-08-18,Employment-related quarantine,to undergo employment-related quarantine instead of quarantine in their home or other premises.,primær myndighetskilde,høy,Matspesifikk kritisk-yrkeliste ble ikke funnet.,R3-kritiske-roller.md
R3-FI-003,R3,Q2_EL_IT,Finland,grossist-/logistikklager,Store matlogistikksentre fungerer som hovedregel ikke uten strøm fra nettet; reservekraft finnes ved enkelte sentrale funksjoner.,beskrevet sårbarhet,,,,,ikke oppgitt i sitert avsnitt,https://jukuri.luke.fi/bitstreams/1f3aae1d-50e8-4c2c-9eac-9ae934ab42d3/download,Luonnonvarakeskus (Luke),2017 (eksakt dato ikke oppgitt i dokumentmetadata),s. 4 og s. 63,suuret logistiikkakeskukset eivät pääsääntöisesti toimi ilman verkosta saatavaa sähköä.,forskning/myndighetsinstitutt,høy,Reservekraft for enkelte funksjoner er ikke det samme som full lagerdrift.,R3-kritiske-roller.md
R3-FI-004,R3,Q3_MANUELL,Finland,grossist-/logistikklager,Bestillings- og leveringssystemene ved de beskrevne logistikksentrene kan i praksis ikke omgås manuelt dersom de digitale kommunikasjons-/styringssystemene svikter.,beskrevet sårbarhet,,,,,ikke oppgitt i sitert avsnitt,https://jukuri.luke.fi/bitstreams/1f3aae1d-50e8-4c2c-9eac-9ae934ab42d3/download,Luonnonvarakeskus (Luke),2017 (eksakt dato ikke oppgitt i dokumentmetadata),s. 63,Näitä järjestelmiä ei käytännössä voida ohittaa manuaalisesti.,forskning/myndighetsinstitutt,høy,Sterkeste funn i søket om faktisk mangel på manuell systemomgåelse.,R3-kritiske-roller.md
R3-FI-005,R3,Q2_EL_IT,Finland,meieri,"Strømbrudd stopper meieriproduksjonen; lagerfunksjoner er avhengige av elektrisk utstyr/roboter, og reservekraft er i hovedsak dimensjonert for kontrollert nedkjøring og sikker utgang.",beskrevet sårbarhet,,,,,ikke oppgitt i sitert avsnitt,https://jukuri.luke.fi/bitstreams/1f3aae1d-50e8-4c2c-9eac-9ae934ab42d3/download,Luonnonvarakeskus (Luke),2017 (eksakt dato ikke oppgitt i dokumentmetadata),s. 25,Teollisuudessa (meijereissä) sähkökatko aiheuttaa tuotannon pysähtymisen.,forskning/myndighetsinstitutt,høy,"Studien angir kritiske prosesser, ikke minimumsbemanning.",R3-kritiske-roller.md
R3-FI-006,R3,Q2_EL_IT,Finland,slakteri,De undersøkte slakteriene hadde ikke reservekraft for selve produksjonsprosessene.,beskrevet sårbarhet,,,,,ikke oppgitt i sitert avsnitt,https://jukuri.luke.fi/bitstreams/1f3aae1d-50e8-4c2c-9eac-9ae934ab42d3/download,Luonnonvarakeskus (Luke),2017 (eksakt dato ikke oppgitt i dokumentmetadata),s. 29,Teurastamoilla ei ole varavoimajärjestelmiä varsinaisille tuotantoprosesseille.,forskning/myndighetsinstitutt,høy,Strømavhengige funksjoner omfatter blant annet bedøving og linjeforflytning.,R3-kritiske-roller.md
R3-FI-007,R3,Q2_EL_IT,Finland,hele matkjeden/logistikk,Informasjons- og kommunikasjonsteknologi beskrives som sentral for matkjeden under strømforstyrrelser fordi produksjon og logistikk er avhengig av kommunikasjon og styring.,beskrevet sårbarhet,,,,,ikke oppgitt i sitert avsnitt,https://jukuri.luke.fi/bitstreams/1f3aae1d-50e8-4c2c-9eac-9ae934ab42d3/download,Luonnonvarakeskus (Luke),2017 (eksakt dato ikke oppgitt i dokumentmetadata),s. 62,Tieto- ja viestintäteknologian toimivuus sähkönjakeluhäiriötilanteessa on elintarvikeketjujen toimivuuden kannalta keskeistä.,forskning/myndighetsinstitutt,høy,"Dokumenterer systemavhengighet, ikke konsentrasjon på et bestemt antall IT-personer.",R3-kritiske-roller.md
R3-SE-004,R3,Q3_MANUELL,Sverige,dagligvare/betaling,Utvidet offline-kortbetaling for livsnødvendige varer ble innført fra 1. juli 2026 for kort/aktører som omfattes av overenskomsten.,beskrevet reserverutine,,,,,2026,https://www.riksbank.se/sv/press-och-publicerat/nyheter-och-pressmeddelanden/pressmeddelanden/2026/offlinebetalningar-med-kort---nu-utokas-mojligheterna/,Sveriges Riksbank,2026-07-01,hovedtekst og FAKTA,"Dessa fungerar från och med i dag för köp av livsnödvändiga varor, såsom livsmedel, läkemedel och drivmedel vid bemannade stationer.",primær myndighetskilde,høy,"Offlinebetaling er ikke det samme som manuell kasse-, pris- eller lagerdrift.",R3-kritiske-roller.md
R3-NO-003,R3,Q3_MANUELL,Norge,dagligvare/betaling,"Sveriges Riksbank oppga i 2025 at Norge siden 2022 hadde en utvidet offlineløsning for utvalgte mat-, drivstoff- og apotekforhandlere med garanti for offlinekjøp i opptil syv dager.",beskrevet reserverutine,,,7,dager,2022–2025,https://www.riksbank.se/sv/betalningar--kontanter/sa-betalar-svenskarna/betalningsrapport-2025/sakerhet-effektivitet-och-tillganglighet/ar-betalningar-i-sverige-sakra/svenska-betalningar-ar-sakra-men-digitaliseringen-bidrar-till-sarbarhet/,Sveriges Riksbank,2025-03-10,"Betalningsrapport 2025, nordisk sammenligning",garanti för offlineköp upp till sju dagar.,myndighetssekundærkilde om Norge,middels-høy,Norsk primærkilde ble ikke kvalifisert i avgrenset søk.,R3-kritiske-roller.md
R3-DK-003,R3,Q3_MANUELL,Danmark,dagligvare/betaling,"Sveriges Riksbank oppga at Danmark i 2024 utvidet muligheten for kortbaserte offlinekjøp, med arbeid rettet mot større matbutikker og apotek.",beskrevet reserverutine,,,,,2024–2025,https://www.riksbank.se/sv/betalningar--kontanter/sa-betalar-svenskarna/betalningsrapport-2025/sakerhet-effektivitet-och-tillganglighet/ar-betalningar-i-sverige-sakra/svenska-betalningar-ar-sakra-men-digitaliseringen-bidrar-till-sarbarhet/,Sveriges Riksbank,2025-03-10,"Betalningsrapport 2025, nordisk sammenligning",Under 2024 har man tillsammans med aktörer involverade i kortbetalningar gjort det möjligt för fler kort att användas vid offlineköp.,myndighetssekundærkilde om Danmark,middels,Dansk primærkilde for implementeringsgraden ble ikke kvalifisert i avgrenset søk.,R3-kritiske-roller.md
R4-NO-002,R4,Q1,Norge,transport,"Utenlandske lastebiler transporterte 1,3 millioner tonn gods i kabotasje i Norge i 2024; dette var 0,5 prosent av all godsmengde fraktet innen Norge med norske og utenlandske lastebiler.",statistikk,,,"1,3 mill.; 0,5",tonn; prosent,2024,https://www.ssb.no/transport-og-reiseliv/landtransport/statistikk/godstransport-med-lastebil/artikler/tredjelandskjoring-med-utenlandske-lastebiler-pa-vei-opp,Statistisk sentralbyrå,2025-09-26,Avsnitt 'Litauiske lastebiler fortsatt størst på kabotasje',"De utenlandske lastebilene transporterte totalt 1,3 millioner tonn gods i kabotasje i Norge i 2024.",offisiell statistikk,høy,"Måler utenlandsregistrerte lastebiler/transportører, ikke sjåførenes nasjonalitet og ikke mattransport særskilt.",R4-transport.md
R4-NO-003,R4,Q1,Norge,transport,"Utenlandske lastebiler sto for 68 prosent, 9,2 millioner tonn, av den angitte godsmengden ved kjøring til/fra Norge inkludert tredjelandskjøring i 2024.",statistikk,,,"68; 9,2 mill.",prosent; tonn,2024,https://www.ssb.no/transport-og-reiseliv/landtransport/statistikk/godstransport-med-lastebil/artikler/tredjelandskjoring-med-utenlandske-lastebiler-pa-vei-opp,Statistisk sentralbyrå,2025-09-26,Avsnitt 'Mer transport med utenlandske lastebiler',"De utenlandske lastebilene dominerte ved kjøring til og fra Norge, inkludert tredjelandskjøring, og var på 68 prosent, eller 9,2 millioner tonn gods.",offisiell statistikk,høy,"Nevneren er om lag 13,6 millioner tonn gods til/fra Norge. Ikke matspesifikt.",R4-transport.md
R4-NO-004,R4,Q2,Norge,dagligvarehandel,"Konkurransetilsynets kartlegging for 2024 ga markedsandeler på 43,5 prosent NorgesGruppen, 29,2 Coop, 23,9 Rema og 3,3 Bunnpris.",statistikk,,,"43,5; 29,2; 23,9; 3,3",prosent,2024,https://konkurransetilsynet.no/rema-aukar-mest-i-marknadsdelar-norgesgruppen-opplever-nedgang/,Konkurransetilsynet,2025-04-11,Avsnitt om markedsandeler,"Fordelingsvis har Norgesgruppen 43,5 prosent, Coop 29,2 prosent, Rema 23,9 prosent, og Bunnpris 3,3 prosent.",myndighetsanalyse,høy,Gjelder Konkurransetilsynets avgrensning av tradisjonell fysisk dagligvarehandel; ikke et mål på transport- eller lagerandel.,R4-transport.md
R4-NO-005,R4,Q2,Norge,grossist,ASKO beskriver seg som Norges største dagligvaregrossist.,struktur,,,,,løpende,https://asko.no/,ASKO,løpende nettside; lest 2026-09-15,Forside/virksomhetsbeskrivelse,ASKO is Norway's largest grocery wholesaler.,selskapskilde,middels,Egenbeskrivelse; ikke uavhengig markedsmåling. Antall sentrallagre i en felles nordisk definisjon ble ikke etablert.,R4-transport.md
R4-NO-006,R4,Q4,Norge,beredskap/transport,Nærings- og fiskeridepartementets beredskapsramme omfatter matvare- og drivstofforsyning og drivstofftilgang til kritiske militære transporter og forhåndsutpekte sivile brukere.,beredskap,,,,,2023/2024,https://www.regjeringen.no/no/dokumenter/prop.-1-s-20232024/id2997771/?ch=3,Nærings- og fiskeridepartementet,2023; eksakt nettdato ikke registrert i søket,Kapittel 3; grunnleggende nasjonale funksjoner,sikre tilstrekkelig tilgang til drivstoff til gjennomføring av kritiske transporter i regi av Forsvaret og ... forhåndsutpekte sivile brukere.,myndighetsdokument,høy,Dokumentet sier ikke at alle dagligvaretransporter automatisk inngår blant forhåndsutpekte brukere.,R4-transport.md
R4-NO-007,R4,Q4,Norge,beredskap/drivstoff,Prop. 1 S beskrev etablering av en prioriteringsordning for drivstoff til kritiske brukere i samarbeid med statsforvaltere og drivstoffnæringen.,beredskap,,,,,2024,https://www.regjeringen.no/no/dokumenter/prop.-1-s-20232024/id2997771/?ch=3,Nærings- og fiskeridepartementet,2023; eksakt nettdato ikke registrert i søket,Prioriteringer for 2024,etablere en prioriteringsordning for drivstofforsyning til kritiske brukere i samarbeid med statsforvalterne og drivstoffnæringen,myndighetsdokument,høy,Funksjonsbasert prioritering; mattransport er ikke oppgitt som en egen universell kategori i den siterte teksten.,R4-transport.md
R4-NO-008,R4,Q4,Norge,beredskap/drivstoff,Regjeringen opplyste i august 2026 at eksisterende norske beredskapslagre av drivstoff tilsvarte om lag 20 dagers innenlands forbruk.,statistikk/beredskap,,,20,dager innenlands forbruk,2026,https://www.regjeringen.no/no/aktuelt/ny-rapport-anbefaler-okt-drivstoffberedskap/id3170404/,Nærings- og fiskeridepartementet,2026-08-14,Hovedtekst om dagens beredskapslagre,beredskapslagre av drivstoff tilsvarende 20 dagers innenlands forbruk,myndighetsmelding,høy,Ikke et direkte mål på utholdenhet for dagligvaretransport.,R4-transport.md
R4-NO-009,R4,Q2/Q4,Norge,transportkorridor,"Virke beskriver at betydelige varestrømmer mellom Sør- og Nord-Norge går gjennom Sverige eller Finland, og knytter transittmuligheten til sivil og militær forsyningssikkerhet.",sårbarhet,,,,,2025/2026,https://www.virke.no/pavirkningsarbeid/rammevilkar/nvit-norske-varer-i-transitt/,Hovedorganisasjonen Virke,løpende nettside; lest 2026-09-15,Avsnitt om konsekvenser og forsyningssikkerhet,"mye av denne transporten via Sverige eller Finland, hovedsakelig med jernbane",bransjekilde,middels,Bransjens analyse; ikke offisiell kvantifisering av matvarevolum eller beredskapstap.,R4-transport.md
R4-SE-001,R4,Q2,Sverige,dagligvare/grossist,"Konkurrensverket beskriver svensk dagligvarehandel som konsentrert rundt ICA, Axfood, Coop og Lidl, med tette koblinger mellom kjede, innkjøp og grossist.",struktur,,,,,2023-2024,https://www.konkurrensverket.se/informationsmaterial/rapportlista/konkurrensverkets-genomlysning-av-livsmedelsbranschen-20232024/,Konkurrensverket,2024-06-27,Avsnitt om dagligvaruhandel,"Den svenska marknaden för dagligvaruhandel är koncentrerad till fyra aktörer ... Ica, Axfood, Coop och Lidl.",myndighetsanalyse,høy,"Konkurranseanalyse, ikke direkte beredskapsmåling.",R4-transport.md
R4-SE-002,R4,Q1,Sverige,transport/arbeidskraft,TYA rapporterer at over 5 600 lastebilsjåfører ble ansatt siste tolv måneder og at behovet neste tolv måneder var litt over 4 000 medarbeidere.,rekruttering,,,>5600; >4000,personer,2025/2026,https://www.tya.se/branscher/akeri/projekt-och-omraden/trendindikator-anstallningsbehov-akeri/,Transportfackens Yrkes- och Arbetsmiljönämnd (TYA),2025/2026; eksakt sidedato ikke registrert,Trendindikator Åkeri 2025/2026,Trots ett osäkert omvärldsläge har drygt 5 600 personer anställts de senaste tolv månaderna.,bransjeundersøkelse,middels,Hele åkerinæringen; kan ikke brukes som tall for mattransport.,R4-transport.md
R4-SE-003,R4,Q1/Q3,Sverige,transport/kompetanse,36 prosent av de undersøkte svenske åkeriene oppga vansker med å finne medarbeidere med riktig kompetanse.,kompetanse,,,36,prosent av svarende åkerier,2025/2026,https://www.tya.se/branscher/akeri/projekt-och-omraden/trendindikator-anstallningsbehov-akeri/,Transportfackens Yrkes- och Arbetsmiljönämnd (TYA),2025/2026; eksakt sidedato ikke registrert,Avsnitt 'Läs mer',36 procent av åkerierna ... har haft svårt att hitta medarbetare med rätt kompetens.,bransjeundersøkelse,middels,"Ingen utskilling av kjøl/frys, HACCP eller dagligvaretransport.",R4-transport.md
R4-SE-004,R4,Q4,Sverige,matberedskap,"Svensk matforsyning inngår i en egen beredskapssektor, og myndighetene har arbeidet med grunnlag for prioritering og fordeling under rasjoneringsregelverket.",beredskap,,,,,2026,https://jordbruksverket.se/beredskap/sveriges-livsmedelsberedskap,Jordbruksverket,sist gransket 2026-01-16,Avsnitt om beredskapssystem og ransonering,Det civila försvaret ska stödja Försvarsmakten vid krig.,myndighetsinformasjon,høy,Kilden beskriver systemnivå; ingen offentlig kvote av matbiler/sjåfører ble funnet.,R4-transport.md
R4-SE-005,R4,Q4/Q5,Sverige,matdistribusjon,"Livsmedelsverket peker på cyber- og fysiske angrep som hendelser som kan forstyrre produksjon, distribusjon og handel.",risiko,,,,,2025,https://www.livsmedelsverket.se/beredskap/livsmedelsberedskap--vad-ar-det/livsmedel-och-sakerhetslaget,Livsmedelsverket,sist gransket 2025-09-03,Avsnitt om sikkerhetssituasjonen,"produktion, distribution och handel",myndighetsinformasjon,høy,Risikovurdering; ikke dokumentasjon av en bestemt stanshendelse.,R4-transport.md
