row_type,model,field,source_value,record_count,class_name,needs_action,reason
source_value,CompanyOwnership,source,NorgesGruppen Credit Report 2025 / Dagrofa corporate presentation,1,free_text,yes,Free-text source label needs manual taxonomy review
source_value,CompanyOwnership,source,Orkla Pressrelease 2024-04-17,1,free_text,yes,Free-text source label needs manual taxonomy review
source_value,CompanyOwnership,source,Orkla Pressrelease 2024-06,1,free_text,yes,Free-text source label needs manual taxonomy review
source_value,CompanyOwnership,source,proff.no (via REMA 1000 Norge AS),1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CompanyOwnership,source,Reitan Retail årsrapport 2024,1,free_text,yes,Free-text source label needs manual taxonomy review
source_value,CompanyOwnership,source,SalMar Borsmeld. 2022-12,1,free_text,yes,Free-text source label needs manual taxonomy review
source_value,CompanyProperty,source,asko.no (ASKO Drammen),1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CompanyProperty,source,asko.no (ASKO Helgeland),1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CompanyProperty,source,asko.no (ASKO Innlandet),1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CompanyProperty,source,asko.no (ASKO Midt-Norge),1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CompanyProperty,source,asko.no (ASKO Molde),1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CompanyProperty,source,asko.no (ASKO Nord),1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CompanyProperty,source,asko.no (ASKO Nordvest),1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CompanyProperty,source,asko.no (ASKO Oslofjord),1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CompanyProperty,source,asko.no (ASKO Øst),1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CompanyProperty,source,asko.no (ASKO Rogaland),1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CompanyProperty,source,asko.no (ASKO Sør),1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CompanyProperty,source,asko.no (ASKO Vest),1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CompanyProperty,source,asko.no (Sentrallager),1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CompanyProperty,source,axfood.se (Huvudkontor),1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CompanyProperty,source,bama.no (Liertoppen hovedterminal),1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CompanyProperty,source,bama.no (Regionterminal Bergen),1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CompanyProperty,source,bama.no (Regionterminal Trondheim),1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CompanyProperty,source,BioMar.com (Avaldsnes fôrfabrikk),1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CompanyProperty,source,BioMar.com (Myre fôrfabrikk),1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CompanyProperty,source,Brønnøysund,1,registry_label_without_locator,yes,"Registry/API label lacks URL, access date, or local snapshot path"
source_value,CompanyProperty,source,coop.dk (Hovedkontor),1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CompanyProperty,source,coop.no (CLOG Gardermoen),1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CompanyProperty,source,coop.no (Regionlager Bergen),1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CompanyProperty,source,coop.no (Regionlager Heimdal),1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CompanyProperty,source,coop.no (Regionlager Stavanger),1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CompanyProperty,source,coop.no (Regionlager Tromsø),1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CompanyProperty,source,coop.se (Huvudkontor),1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CompanyProperty,source,dagrofa.dk (Hovedkontor),1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CompanyProperty,source,felleskjopet.no (Kambo fôrfabrikk),1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CompanyProperty,source,felleskjopet.no (Steinkjer fôrfabrikk),1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CompanyProperty,source,felleskjopet.no (Vaksdal fôrfabrikk),1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CompanyProperty,source,festi.is (Höfuðstöðvar),1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CompanyProperty,source,grilstad.no (Brumunddal),1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CompanyProperty,source,grilstad.no (Ranheim),1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CompanyProperty,source,grilstad.no (Stavanger),1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CompanyProperty,source,grilstad.no (Stranda),1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CompanyProperty,source,hagar.is (Höfuðstöðvar),1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CompanyProperty,source,icagruppen.se (Huvudkontor),1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CompanyProperty,source,kesko.fi (Pääkonttori),1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CompanyProperty,source,leroy.no (Bergen prosessering),1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CompanyProperty,source,leroy.no (Stord prosessering),1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CompanyProperty,source,lidl.fi (Pääkonttori),1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CompanyProperty,source,lidl.se (Svenskt huvudkontor),1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CompanyProperty,source,mowi.com (Eggesbønes),1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CompanyProperty,source,mowi.com (Hovedkontor Bergen),1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CompanyProperty,source,mowi.com (Ryfisk),1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CompanyProperty,source,mowi.com (Ulvan),1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CompanyProperty,source,nortura.no (Elverum),1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CompanyProperty,source,nortura.no (Forus),1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CompanyProperty,source,nortura.no (Hærland),1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CompanyProperty,source,nortura.no (Karasjok),1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CompanyProperty,source,nortura.no (Målselv),1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CompanyProperty,source,nortura.no (Malvik),1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CompanyProperty,source,nortura.no (Rudshøgda),1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CompanyProperty,source,nortura.no (Tønsberg),1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CompanyProperty,source,orkla.no (Hovedkontor),1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CompanyProperty,source,orkla.no (Sætre Ørsta),1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CompanyProperty,source,orkla.no (Stabburet Rygge),1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CompanyProperty,source,"proff.no (Distribunal Bergen, Hylkje)",1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CompanyProperty,source,"proff.no (Distribunal Østlandet, Vinterbro)",1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CompanyProperty,source,proff.no (Distribunal Stavanger),1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CompanyProperty,source,proff.no (Distribunal Tromsø),1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CompanyProperty,source,"proff.no (Distribunal Trondheim, Tiller)",1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CompanyProperty,source,proff.no (Moss fabrikk),1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CompanyProperty,source,proff.no (Orkanger),1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CompanyProperty,source,proff.no (Oslo kverneri),1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CompanyProperty,source,proff.no (Støren),1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CompanyProperty,source,rema1000.dk (Hovedkontor),1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CompanyProperty,source,rfrg.no (Hovedkontor),1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CompanyProperty,source,s-ryhma.fi (Pääkonttori),1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CompanyProperty,source,sallinggroup.com (Hovedkontor),1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CompanyProperty,source,salmar.no (InnovaMar),1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CompanyProperty,source,salmar.no (Vikenco),1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CompanyProperty,source,samkaup.is (Höfuðstöðvar),1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CompanyProperty,source,skretting.com (Averøy fôrfabrikk),1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CompanyProperty,source,skretting.com (Stavanger fôrfabrikk),1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CompanyProperty,source,skretting.com (Stokmarknes fôrfabrikk),1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CompanyProperty,source,tine.no (TINE Brumunddal),1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CompanyProperty,source,tine.no (TINE Meieriet Bergen),1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CompanyProperty,source,tine.no (TINE Meieriet Oslo),1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CompanyProperty,source,tine.no (TINE Meieriet Trondheim),1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CompanyProperty,source,tine.no (TINE Sandnessjøen),1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CompanyProperty,source,tine.no (TINE Tana),1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CompanyProperty,source,tine.no (TINE Tretten),1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CompanyProperty,source,yara.com (Global Headquarters),1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CompanyProperty,source,yara.com (Porsgrunn fabrikk),1,domain_only,yes,Bare domain or domain label without a source URL
source_value,CountryMetric,source,Bransjeanalyse/Sjømatrådet,1,free_text,yes,Free-text source label needs manual taxonomy review
source_value,CountryMetric,source,DagligVaruNytt/NielsenIQ est.,1,free_text,yes,Free-text source label needs manual taxonomy review
source_value,CountryMetric,source,Energistyrelsen 2023,1,free_text,yes,Free-text source label needs manual taxonomy review
source_value,CountryMetric,source,ForMat/Eurostat 2016,1,free_text,yes,Free-text source label needs manual taxonomy review
source_value,CountryMetric,source,Jordbruksverket 2023,1,free_text,yes,Free-text source label needs manual taxonomy review
source_value,CountryMetric,source,Landbrug & Fødevarer 2023,1,free_text,yes,Free-text source label needs manual taxonomy review
source_value,CountryMetric,source,LUKE 2023,1,free_text,yes,Free-text source label needs manual taxonomy review
source_value,CountryMetric,source,LUKE/Eurostat 2021,1,free_text,yes,Free-text source label needs manual taxonomy review
source_value,CountryMetric,source,LUKE/Eurostat 2023,1,free_text,yes,Free-text source label needs manual taxonomy review
source_value,CountryMetric,source,Matvett 2025 est.,1,free_text,yes,Free-text source label needs manual taxonomy review
source_value,CountryMetric,source,Matvett/Eurostat 2018,1,free_text,yes,Free-text source label needs manual taxonomy review
source_value,CountryMetric,source,Matvett/Eurostat 2021,1,free_text,yes,Free-text source label needs manual taxonomy review
source_value,CountryMetric,source,Matvett/Eurostat 2023,1,free_text,yes,Free-text source label needs manual taxonomy review
source_value,CountryMetric,source,Miljøstyrelsen 2021,1,free_text,yes,Free-text source label needs manual taxonomy review
source_value,CountryMetric,source,Miljøstyrelsen 2023,1,free_text,yes,Free-text source label needs manual taxonomy review
source_value,CountryMetric,source,Naturvårdsverket 2021,1,free_text,yes,Free-text source label needs manual taxonomy review
source_value,CountryMetric,source,PTY/NielsenIQ est.,1,free_text,yes,Free-text source label needs manual taxonomy review
source_value,CountryMetric,source,Regjeringen R15-2023 / NielsenIQ,1,free_text,yes,Free-text source label needs manual taxonomy review
source_value,CountryMetric,source,Retail Institute Scandinavia est.,1,free_text,yes,Free-text source label needs manual taxonomy review
source_value,CountryMetric,source,Samkeppniseftirlitið est.,1,free_text,yes,Free-text source label needs manual taxonomy review
source_value,CountryMetric,source,SSB/Sjømatrådet est.,1,free_text,yes,Free-text source label needs manual taxonomy review
source_value,CountryMetric,source,Tilastokeskus 2023,1,free_text,yes,Free-text source label needs manual taxonomy review
source_value,CountryMetric,source,Umhverfisstofnun 2023,1,free_text,yes,Free-text source label needs manual taxonomy review
source_value,CountryMetric,source,Umhverfisstofnun 2025 est.,1,free_text,yes,Free-text source label needs manual taxonomy review
source_value,CountryMetric,source,Umhverfisstofnun/Eurostat 2021,1,free_text,yes,Free-text source label needs manual taxonomy review
source_value,CountryMetric,source,Umhverfisstofnun/Eurostat 2023,1,free_text,yes,Free-text source label needs manual taxonomy review
source_value,Insight,source,Beredskapskilder,1,free_text,yes,Free-text source label needs manual taxonomy review
source_value,Insight,source,Broennoeysundregistrene / NorgesGruppen aarsregnskap,1,free_text,yes,Free-text source label needs manual taxonomy review
source_value,Insight,source,Cathrine Barth / EU-regelverk,1,free_text,yes,Free-text source label needs manual taxonomy review
source_value,Insight,source,Cathrine Barth / LinkedIn,1,free_text,yes,Free-text source label needs manual taxonomy review
source_value,Insight,source,Cathrine Barth / NCH discussion deck,1,free_text,yes,Free-text source label needs manual taxonomy review
source_value,Insight,source,Cathrine Barth / NMBU-intervju,1,free_text,yes,Free-text source label needs manual taxonomy review
source_value,Insight,source,Cathrine Barth / Nordisk ministerraad,1,free_text,yes,Free-text source label needs manual taxonomy review
source_value,Insight,source,Cathrine Barth / Standard Norge,1,free_text,yes,Free-text source label needs manual taxonomy review
source_value,Insight,source,Forskningsrunde 2026-04-20 / Evidensnotat,1,free_text,yes,Free-text source label needs manual taxonomy review
source_value,Insight,source,"Forskningsrunde 2026-04-20 / Framstillinger av mat, makt og beredskap",1,free_text,yes,Free-text source label needs manual taxonomy review
source_value,Insight,source,Forskningsrunde 2026-04-20 / HORECA og benchmark-case,1,free_text,yes,Free-text source label needs manual taxonomy review
source_value,Insight,source,Forskningsrunde 2026-04-20 / Makt og fryktkultur,1,free_text,yes,Free-text source label needs manual taxonomy review
source_value,Insight,source,Forskningsrunde 2026-04-20 / Norges matrevolusjon-compass,1,free_text,yes,Free-text source label needs manual taxonomy review
source_value,Insight,source,Forskningsrunde 2026-04-20 / Syntese,1,free_text,yes,Free-text source label needs manual taxonomy review
source_value,Insight,source,Future of Food Foundation 2024,1,free_text,yes,Free-text source label needs manual taxonomy review
source_value,Insight,source,Konkurransetilsynet,1,free_text,yes,Free-text source label needs manual taxonomy review
source_value,Insight,source,Konkurransetilsynet/konsulenter,1,free_text,yes,Free-text source label needs manual taxonomy review
source_value,Insight,source,Konkurransetilsynets Dagligvarerapport 2017-2024,1,free_text,yes,Free-text source label needs manual taxonomy review
source_value,Insight,source,"Matvett/NORSUS 2024, Naturvaardsverket 2024",1,free_text,yes,Free-text source label needs manual taxonomy review
source_value,Insight,source,"Matvett/NORSUS OR.27.25, Eurostat, Konkurransetilsynet",1,free_text,yes,Free-text source label needs manual taxonomy review
source_value,Insight,source,NHH FOOD,1,free_text,yes,Free-text source label needs manual taxonomy review
source_value,Insight,source,Nordisk regulatorisk komparativ 2026,1,free_text,yes,Free-text source label needs manual taxonomy review
source_value,Insight,source,NOU/stortingsdokumenter,1,free_text,yes,Free-text source label needs manual taxonomy review
source_value,Insight,source,"REKO-ring Wikipedia, ATL.nu, EkoNu.fi",1,free_text,yes,Free-text source label needs manual taxonomy review
source_value,Insight,source,SIFO/OsloMet,1,free_text,yes,Free-text source label needs manual taxonomy review
source_value,Insight,source,SIFO/OsloMet 2024,1,free_text,yes,Free-text source label needs manual taxonomy review
source_value,Insight,source,Sirkularitetsanalyse 2026,1,free_text,yes,Free-text source label needs manual taxonomy review
source_value,Insight,source,"Strom & Halseth, NHH 2023",1,free_text,yes,Free-text source label needs manual taxonomy review
source_value,Insight,source,University of Copenhagen 2021,1,free_text,yes,Free-text source label needs manual taxonomy review
source_value,Subsidy,source,,1,missing,yes,Missing source value
source_value,CompanyFinancial,source,research/evidence-pack/arsrapporter/hagar-historical/text/hagar-2020-21-annual-report.txt,1,local_path_or_file,no,Local file path or filename is present
source_value,CompanyFinancial,source,research/evidence-pack/arsrapporter/hagar-historical/text/hagar-2021-22-annual-report.txt,1,local_path_or_file,no,Local file path or filename is present
source_value,CompanyFinancial,source,research/evidence-pack/arsrapporter/hagar-historical/text/hagar-2022-23-annual-report.txt,1,local_path_or_file,no,Local file path or filename is present
source_value,CompanyFinancial,source,research/evidence-pack/arsrapporter/hagar-historical/text/hagar-2023-24-annual-report.txt,1,local_path_or_file,no,Local file path or filename is present
source_value,CompanyFinancial,source,research/evidence-pack/arsrapporter/text/hagar-2024-25.txt,1,local_path_or_file,no,Local file path or filename is present
source_value,Meeting,source,"9, mars 2026 FOOD.md",1,local_path_or_file,no,Local file path or filename is present
source_value,Meeting,source,JT-GABRIEL - Arbeidsmøte 13-04-26.md,1,local_path_or_file,no,Local file path or filename is present
source_value,Meeting,source,JT-GABRIEL - Arbeidsmøte 20-04-26.md,1,local_path_or_file,no,Local file path or filename is present
source_value,Meeting,source,Speaker 1 (1).md,1,local_path_or_file,no,Local file path or filename is present
source_value,Meeting,source,Speaker 1.md,1,local_path_or_file,no,Local file path or filename is present
source_value,Meeting,source,Strategisk ledergruppe Marked 16 mars 2026.md,1,local_path_or_file,no,Local file path or filename is present
source_value,Meeting,source,TRANSITION GROUPS - Møte 13-04-26.md,1,local_path_or_file,no,Local file path or filename is present
source_value,Meeting,source,TRANSITION GROUPS - Møte 21-04-26.md,1,local_path_or_file,no,Local file path or filename is present
model_without_source_field,Company,,,38976,missing,yes,Model has registry and identity facts but no SourceCitation/FieldCitation coverage yet
model_without_source_field,Shareholder,,,83,missing,yes,Ownership facts have no source field or FieldCitation coverage yet
model_without_source_field,BoardMember,,,328,missing,yes,Role facts have no source field or FieldCitation coverage yet
model_without_source_field,PersonProfile,,,35,missing,yes,Profile and role-array facts rely on metadata/JSON without FieldCitation coverage yet
model_without_source_field,Actor,,,201,missing,yes,Actor profile facts rely on metadata/document links without FieldCitation coverage yet
