id,pakke,k_kode,land,verdikjedeledd,pastand,type,tall,enhet,aar,kilde_url,utgiver,publisert,lokator,sitat,kildetype,status,relevans,kommentar
G2-NO-012,G2,K2,NO,primærproduksjon,Meld. St. 11 setter mål om 50 % selvforsyning korrigert for fôrimport.,policy_mål,50,prosent,2030,https://www.regjeringen.no/no/dokumenter/meld.-st.-11-20232024/id3028626/,LMD,2024,Hurdalsplattform/mål,mål for sjølvforsyningsgrad … på 50 pst.,primær,lest_i_kilde,bakgrunn,Ikke kompetansefokus
G2-SE-001,G2,K2,SE,foredling,Livsmedelsverket er sektorsansvarlig beredskapsmyndighet for livsmedelsförsörjning efter primärproduktion.,fakta,,,2022+,https://www.livsmedelsverket.se/om-oss/livsmedelsverkets-beredskap,Livsmedelsverket,u.å. (lest 2026-09-14),Ansvarspunkt,nationell samordning av kris- och beredskapsplanering för livsmedelsförsörjning i leden efter primärproduktion,primær,lest_i_kilde,aktørkart,
G2-SE-002,G2,K2,SE,hele kjeden,Livsmedelsverket gjennomfører egne øvelser og deltar i felles samfunnsøvelser.,implementert,,,,https://www.livsmedelsverket.se/om-oss/livsmedelsverkets-beredskap,Livsmedelsverket,u.å.,Utbildning och övning,Livsmedelsverket genomför egna övningar för myndighetens egen beredskap och vi deltar också i övningar där flera av samhällets aktörer övar tillsammans,primær,lest_i_kilde,indikator,
G2-SE-003,G2,K2,SE,hele kjeden,Beredskapssektorn Livsmedelsförsörjning och dricksvatten omfatter fem beredskapsmyndigheter.,fakta,,,2022,https://www.livsmedelsverket.se/beredskap/livsmedelsberedskap--vad-ar-det/beredskapssektorn-livsmedelsforsorjning-och-dricksvatten,Livsmedelsverket,u.å.,sektormedlemmer,"Livsmedelsverket, Länsstyrelserna, Naturvårdsverket, Statens jordbruksverk, Statens veterinärmedicinska anstalt",primær,lest_i_kilde,aktørkart,Beredskapsförordningen
G2-SE-004,G2,K2,SE,"forbruk, storhusholdning og kjøkken",Sektorens samfunnsfunksjoner inkluderer måltidsverksamhet.,fakta,,,,https://www.livsmedelsverket.se/beredskap/livsmedelsberedskap--vad-ar-det/beredskapssektorn-livsmedelsforsorjning-och-dricksvatten,Livsmedelsverket,u.å.,viktiga samhällsfunktioner,måltidsverksamhet,primær,lest_i_kilde,hvitbok_kap10,
G2-SE-005,G2,K2,SE,"forbruk, storhusholdning og kjøkken",SOU 2024:8 foreslår lovfestet kommunansvar for lokal livsmedelsberedskap.,anbefaling,,,2024,https://www.riksdagen.se/sv/dokument-och-lagar/dokument/statens-offentliga-utredningar/livsmedelsberedskap-for-en-ny-tid_hcb38/html/,SOU 2024:8,2024-01,Sammanfattning,Kommuner ska få ett lagstadgat ansvar för vissa uppgifter inom livsmedelsberedskapen.,primær,lest_i_kilde,hvitbok_kap10,Status: forslag
G2-SE-006,G2,K2,SE,"forbruk, storhusholdning og kjøkken",SOU: ca tre millioner offentlige måltider serveres hver hverdag.,tall,3000000,måltider/dag,2024,https://www.riksdagen.se/sv/dokument-och-lagar/dokument/statens-offentliga-utredningar/livsmedelsberedskap-for-en-ny-tid_hcb38/html/,SOU 2024:8,2024-01,Sammanfattning,"Varje vardag serveras cirka tre miljoner måltider i skola, vård och omsorg.",primær,lest_i_kilde,indikator,
G2-SE-007,G2,K2,SE,"forbruk, storhusholdning og kjøkken",Beredskapshandbok anbefaler å teste måltidsberedskap med øvelser.,implementert,,,2022,https://www.livsmedelsverket.se/globalassets/publikationsdatabas/handbocker-verktyg/beredskapshandbok-for-offentliga-maltider-2022/beredskapshandbok_for_offentliga_maltider_2022_webb.pdf,Livsmedelsverket,2022,s.9 kap.8,hur du kan testa att din beredskap verkligen fungerar med hjälp av övningar,primær,lest_i_kilde,hvitbok_kap10,
G2-SE-008,G2,K2,SE,"forbruk, storhusholdning og kjøkken",Livsmedelsverket har utgitt övningskort for offentlige måltidsvirksomheter (2023).,implementert,,,2023,https://www.livsmedelsverket.se/om-oss/publikationer/handbocker-och-verktyg/ovningskort-for-okad-beredskap-inom-maltidsverksamheter/,Livsmedelsverket,2023,publikasjonsinfo,En övningskortlek för de offentliga måltidsverksamheterna,primær,lest_i_kilde,søknad,
G2-SE-009,G2,K2,SE,"forbruk, storhusholdning og kjøkken",Totalförsvarsutgångspunkter 2025–2030: offentlig måltid bør ha mat for minst to uker.,policy_mål,2,uker,2025-2030,https://www.livsmedelsverket.se/beredskap/livsmedelsberedskap-for-offentliga-aktorer/planering-av-livsmedelsberedskap/,Livsmedelsverket (omtaler MCF/FM),u.å.,Utgångspunkter,det i offentlig måltidsverksamhet behöver finnas mat för åtminstone två veckor,primær,lest_i_kilde,indikator,Sekundær omtale av MCF-dokument
G2-SE-010,G2,K2,SE,hele kjeden,SOU foreslår nasjonalt Livsmedelsberedskapsråd knyttet til Livsmedelsverket.,anbefaling,,,2024,https://www.riksdagen.se/sv/dokument-och-lagar/dokument/statens-offentliga-utredningar/livsmedelsberedskap-for-en-ny-tid_hcb38/html/,SOU 2024:8,2024-01,Sammanfattning,ett nationellt livsmedelsberedskapsråd inrättas; Livsmedelsberedskapsrådet,primær,lest_i_kilde,aktørkart,
G2-FI-001,G2,K2,FI,hele kjeden,"HVK-poolene skal arrangere informasjon-, utdanning- og øvelsesarrangementer for branchen.",implementert,,,,https://www.huoltovarmuuskeskus.fi/huoltovarmuusorganisaatio/sektorit-ja-poolit,Huoltovarmuuskeskus,u.å.,Poolien tehtävät,"Järjestää alan valmiuden ylläpitämiseksi tarpeellisia tiedotus-, koulutus- ja harjoitustilaisuuksia.",primær,lest_i_kilde,søknad,Offentlig–privat
G2-FI-002,G2,K2,FI,hele kjeden,Bedrifter deltar i poolens opplæring og planlegging etter poolens veiledning.,implementert,,,,https://www.huoltovarmuuskeskus.fi/huoltovarmuusorganisaatio/sektorit-ja-poolit,Huoltovarmuuskeskus,u.å.,Alan yritykset,Alan yritykset osallistuvat poolin järjestämään koulutukseen ja suunnittelutyöhön,primær,lest_i_kilde,aktørkart,
G2-FI-003,G2,K2,FI,primærproduksjon,Alkutuotantopooli utvikler gårdenes egenberedskap og utdanner produsenter.,implementert,,,,https://www.huoltovarmuuskeskus.fi/toimialat/elintarvikehuolto/elintarvikehuoltosektori,Huoltovarmuuskeskus,u.å.,Alkutuotantopooli,kehittää tilojen omatoimista varautumista ja kouluttaa alkutuottajia varautumisessa,primær,lest_i_kilde,hvitbok_kap10,
G2-FI-004,G2,K2,FI,foredling,Elintarviketeollisuuspooli arrangerer koulutus- og harjoitustilaisuuksia.,implementert,,,,https://www.huoltovarmuuskeskus.fi/toimialat/elintarvikehuolto/elintarvikehuoltosektori,Huoltovarmuuskeskus,u.å.,Elintarviketeollisuuspooli,järjestää koulutus- ja harjoitustilaisuuksia,primær,lest_i_kilde,indikator,
G2-FI-005,G2,K2,FI,distribusjon og handel,Kauppa- ja jakelupooli dekker handel/distribusjon og food service-aktører.,fakta,,,,https://www.huoltovarmuuskeskus.fi/toimialat/elintarvikehuolto/elintarvikehuoltosektori,Huoltovarmuuskeskus,u.å.,Kauppa- ja jakelupooli,kauppa ja jakelu sekä ravintola- ja suurkeittiötoimijat (Food Service),primær,lest_i_kilde,aktørkart,
G2-FI-006,G2,K2,FI,"forbruk, storhusholdning og kjøkken",Ruokapalvelupooli sikrer food service-kontinuitet for kritiske aktører.,implementert,,,2024,https://www.huoltovarmuuskeskus.fi/toimialat/elintarvikehuolto/elintarvikehuoltosektori,Huoltovarmuuskeskus,u.å.,Ruokapalvelupooli,varmistaa food service -toimialan jatkuvuuden vakavissa häiriötilanteissa,primær,lest_i_kilde,hvitbok_kap10,Pool etablert 2024 ifølge sekundærkilder
G2-FI-007,G2,K2,FI,primærproduksjon,YTS: food supply skal sikre tilstrekkelig trygg næring og skilled workforce i verdikjeden.,policy_mål,,,2017,https://turvallisuuskomitea.fi/wp-content/uploads/2018/04/YTS_2017_english.pdf,Turvallisuuskomitea / Statsrådet,2017,Economy/security of supply,"The supply of production inputs and skilled workforce required in the primary production, processing of foodstuffs, logistics, households, mass catering and water services is ensured.",primær,lest_i_kilde,hvitbok_kap10,Engelsk PDF av YTS
G2-FI-008,G2,K2,FI,hele kjeden,YTS: kompetanse hos bedrifter og offentlige organisasjoner skal sikres også i emergens.,policy_mål,,,2017,https://turvallisuuskomitea.fi/wp-content/uploads/2018/04/YTS_2017_english.pdf,Turvallisuuskomitea,2017,security of supply,Competence essential for business operators and public organisations and their capacity to produce innovations is also safeguarded in emergencies.,primær,lest_i_kilde,søknad,
G2-DK-001,G2,K2,DK,foredling,"Fødevarestyrelsens fødevareberedskap håndterer tilbaketrekking og utbrudd, ikke primært forsyningsvolum.",fakta,,,,https://foedevarestyrelsen.dk/kost-og-foedevarer/foedevaresikkerhed/foedevareberedskab,Fødevarestyrelsen,u.å.,ingress,"sikre, at farlige fødevarer, foder og fødevarekontaktmaterialer (FKM) bliver trukket tilbage fra markedet",primær,lest_i_kilde,aktørkart,
G2-DK-002,G2,K2,DK,hele kjeden,FVST er dansk kontaktpunkt for EU Crises Coordinators for foder og fødevarer.,fakta,,,,https://foedevarestyrelsen.dk/kost-og-foedevarer/foedevaresikkerhed/foedevareberedskab,Fødevarestyrelsen,u.å.,Opgaver,Kontaktpunkt for EU Crises Coordinators i forbindelse med EU Kommissionens beredskabsforanstaltninger for foder og fødevarer,primær,lest_i_kilde,søknad,
G2-DK-003,G2,K2,DK,hele kjeden,FVST sender forhåndsutdannet forbindelsesofficer til NOST ved behov.,implementert,,,,https://foedevarestyrelsen.dk/om-os/nationalt-og-internationalt-samarbejde/nationale-samarbejder/foedevarestyrelsen-og-det-nationale-beredskab,Fødevarestyrelsen,u.å.,NOST,en på forhånd udpeget og uddannet forbindelsesofficer (FO),primær,lest_i_kilde,indikator,
G2-DK-004,G2,K2,DK,primærproduksjon,"FVST samfunnskritiske funksjoner inkluderer produksjon og forsyning av fødevarer, foder og dyr.",fakta,,,,https://foedevarestyrelsen.dk/om-os/nationalt-og-internationalt-samarbejde/nationale-samarbejder/foedevarestyrelsen-og-det-nationale-beredskab/foedevarestyrelsens-beredskabsplaner,Fødevarestyrelsen,u.å.,samfundskritiske funktioner,"Produktion og forsyning af fødevarer, foder og levende dyr",primær,lest_i_kilde,aktørkart,
G2-DK-005,G2,K2,DK,hele kjeden,FVST skal evaluere løpende under hendelser/kriser og øvelser.,implementert,,,,https://foedevarestyrelsen.dk/om-os/nationalt-og-internationalt-samarbejde/nationale-samarbejder/foedevarestyrelsen-og-det-nationale-beredskab/foedevarestyrelsens-beredskabsplaner,Fødevarestyrelsen,u.å.,Evaluering,evaluering under en hændelse eller krise og øvelser,primær,lest_i_kilde,indikator,
G2-DK-006,G2,K2,DK,hele kjeden,Beredskapsplaner sendes til Beredskabsstyrelsen minst hvert fjerde år.,implementert,4,år,,https://foedevarestyrelsen.dk/om-os/nationalt-og-internationalt-samarbejde/nationale-samarbejder/foedevarestyrelsen-og-det-nationale-beredskab/foedevarestyrelsens-beredskabsplaner,Fødevarestyrelsen,u.å.,Revision,"Ved væsentlig opdatering indsendes beredskabsplaner til Beredskabsstyrelsen, dog mindst hvert fjerde år",primær,lest_i_kilde,bakgrunn,Beredskabsloven
G2-IS-001,G2,K2,IS,hele kjeden,"Almannavarnir (NCIP) har daglig rolle inkl. planning, training and equipment.",implementert,,,,https://www.almannavarnir.is/english/about-the-department-of-civil-protection-and-emergency-management/,Almannavarnir / NCIP,u.å.,day-to-day functions,"planning, training and equipment",primær,lest_i_kilde,aktørkart,
G2-IS-002,G2,K2,IS,hele kjeden,Lög um almannavarnir krever at staðfestar viðbragðsáætlanir skal æves.,lov,,,2008,https://www.althingi.is/lagas/141b/2008082.html,Alþingi,2008-06-12,§17,skal hún æfð eftir því sem frekast er kostur,primær,lest_i_kilde,indikator,Lagasafn-versjon kan være eldre
G2-IS-003,G2,K2,IS,import og innsatsvarer,Almannavarna- og öryggismálaráð skal omtale nødvendige birgðir for nasjonens livsgrunnlag.,lov,,,2008,https://www.althingi.is/lagas/141b/2008082.html,Alþingi,2008,§3,nauðsynlegar birgðir til þess að tryggja lífsafkomu þjóðarinnar á hættutímum,primær,lest_i_kilde,hvitbok_kap7,
G2-IS-004,G2,K2,IS,distribusjon og handel,§27 gir hjemmel til å regulere salg/distribusjon eller ekspropriere matvæli i fare.,lov,,,2008,https://www.althingi.is/lagas/141b/2008082.html,Alþingi,2008,§27,"taka eignarnámi matvæli, eldsneyti, varahluti, lyf og aðrar nauðsynjar",primær,lest_i_kilde,aktørkart,
G2-IS-005,G2,K2,IS,hele kjeden,Ríkislögreglustjóri skal forestå þjálfun og fræðsla innen almannavarnir.,lov,,,2008,https://www.althingi.is/lagas/141b/2008082.html,Alþingi,2008,§7,annast ríkislögreglustjóri þjálfun og fræðslu á sviði almannavarna,primær,lest_i_kilde,søknad,
G2-IS-006,G2,K2,IS,hele kjeden,Island deltar i EFSCM via matdepartement og Food and Veterinary Authority.,fakta,,,,https://agriculture.ec.europa.eu/common-agricultural-policy/agri-food-supply-chain/ensuring-global-food-supply-and-food-security_en,European Commission DG AGRI,u.å.,Non-EU countries,"Ministry of Food, Agriculture and Fisheries / The Icelandic Food and Veterinary Authority",primær,lest_i_kilde,aktørkart,
G2-NX-001,G2,K2,Norden,hele kjeden,Karlstad-erklæringen (19.06.2024) forplikter til dypere nordisk matberedskapssamarbeid og felles kunnskap.,policy_mål,,,2024,https://www.regeringen.se/artiklar/2024/06/deklaration-om-beredskapsfragor-robusthet-och-resiliens-beslutad-pa-ministerradsmote-mr-fjls/,Regeringen.se / MR-FJLS,2024-06-20,artikkel,"fördjupat nordiskt samarbete kring frågor gällande beredskap, robusthet och resiliens",primær,lest_i_kilde,hvitbok_kap10,Full norden.org-tekst Cloudflare-blokkert
G2-NX-002,G2,K2,Norden,hele kjeden,Nordisk deklarasjon om försörjningsberedskap undertegnet 02.09.2026.,vedtak,,,2026,https://www.regeringen.se/pressmeddelanden/2026/09/nordisk-deklaration-om-forsorjningsberedskap-undertecknad/,Regeringskansliet (SE),2026-09-02,pressemelding,Den nordiska deklarationen om försörjningsberedskap undertecknades den 2 september 2026,primær,lest_i_kilde,søknad,NSSN / Nordic Supplies Summit
G2-NX-003,G2,K2,Norden,distribusjon og handel,"02.09.2026-erklæringen skal sikre fungerende produksjon, logistikk, distribusjon og handel i krise/krig.",policy_mål,,,2026,https://www.regeringen.se/pressmeddelanden/2026/09/nordisk-deklaration-om-forsorjningsberedskap-undertecknad/,Regeringskansliet,2026-09-02,ingress,"säkerställa fungerande produktion, logistik, distribution och handel även under allvarliga kriser",primær,lest_i_kilde,hvitbok_kap10,
G2-EU-001,G2,K2,EU,hele kjeden,EU Preparedness Union Strategy (26.03.2025) lanserer 30 tiltak og preparedness-by-design.,policy_mål,30,tiltak,2025,https://civil-protection-humanitarian-aid.ec.europa.eu/news-stories/news/eu-preparedness-union-strategy-prevent-and-react-emerging-threats-and-crises-2025-03-26_en,European Commission / ECHO,2025-03-26,Key objectives,30 key actions and a detailed Action Plan,primær,lest_i_kilde,søknad,
G2-EU-002,G2,K2,EU,"forbruk, storhusholdning og kjøkken",Strategien anbefaler preparedness i skolepensum og EU Preparedness Day.,policy_mål,,,2025,https://civil-protection-humanitarian-aid.ec.europa.eu/news-stories/news/eu-preparedness-union-strategy-prevent-and-react-emerging-threats-and-crises-2025-03-26_en,European Commission,2025-03-26,Population Preparedness,Integrate preparedness lessons into school curricula and introduce an EU Preparedness Day,primær,lest_i_kilde,søknad,
G2-EU-003,G2,K2,EU,hele kjeden,Strategien vil gjennomføre regelmessige EU-wide preparedness exercises på tvers av sektorer.,policy_mål,,,2025,https://civil-protection-humanitarian-aid.ec.europa.eu/news-stories/news/eu-preparedness-union-strategy-prevent-and-react-emerging-threats-and-crises-2025-03-26_en,European Commission,2025-03-26,Civil-Military,"Conduct regular EU-wide preparedness exercises, uniting armed forces, civil protection, police, security, healthcare workers, and firefighters",primær,lest_i_kilde,indikator,
G2-EU-004,G2,K2,EU,import og innsatsvarer,Niinistö Safer Together anbefaler kartlegging av essential inputs inkl. foodstuffs og minimum preparedness targets.,anbefaling,,,2024,https://commission.europa.eu/document/download/5bb2881f-9e29-42f2-8b77-8739b19d047c_en?filename=2024_Niinisto-report_Book_VF.pdf,Sauli Niinistö / European Commission,2024,Executive Summary stockpiling,"essential inputs (e.g. foodstuffs, energy, critical raw materials, emergency response equipment, medical countermeasures)",primær,lest_i_kilde,hvitbok_kap7,
G2-EU-005,G2,K2,EU,hele kjeden,Niinistö anbefaler å styrke EUs exercise and training culture og PP simulation exercises.,anbefaling,,,2024,https://commission.europa.eu/document/download/5bb2881f-9e29-42f2-8b77-8739b19d047c_en?filename=2024_Niinisto-report_Book_VF.pdf,Sauli Niinistö,2024,Executive Summary,Enhance the EU’s exercise and training culture. / joint public-private training and simulation exercises,primær,lest_i_kilde,søknad,
G2-EU-006,G2,K2,EU,hele kjeden,EFSCM samler offentlige og private aktører for matforsyningsberedskap.,implementert,,,2021,https://agriculture.ec.europa.eu/common-agricultural-policy/agri-food-supply-chain/ensuring-global-food-supply-and-food-security_en,European Commission DG AGRI,2021+,EFSCM ingress,brings together public and private actors of the food chain to improve preparedness to threats to EU food security,primær,lest_i_kilde,aktørkart,NO/SE/FI/DK/IS listet
G2-EU-007,G2,K2,EU,import og innsatsvarer,"COM stockpiling strategy: EFSCM skal dypes for info, transparens og solidaritet i agri-food stockpiling.",policy_mål,,,2025,https://civil-protection-humanitarian-aid.ec.europa.eu/document/download/c57d4067-1900-4616-9239-ca4598b55d69_en?filename=COM_2025_528_1_EN_ACT_combined.pdf,European Commission,2025,s.4–5 agri-food,"EFSCM should be deepened and operationalised to enhance information exchange, transparency and solidarity in stockpiling",primær,lest_i_kilde,hvitbok_kap7,
G3-NO-001,G3,K1,NO,primærproduksjon,"Forskningsartikkel anslår ca. 30 000 internasjonale sesongarbeidere på norske gårder per sesong, særlig hortikultur fra Sentral-/Øst-Europa.",tall,30000,personer per sesong (estimat),2020,https://doi.org/10.33134/njmr.485,Nordic Journal of Migration Research / Helsinki University Press,2022,avsnitt intro,"an estimated 30,000 international labour migrants are hired each season on Norwegian farms",primær,lest_i_kilde,hvitbok_kap7,Estimat ikke registertotal; år i teksten knyttet til situasjonsbeskrivelse rundt 2020
G3-NO-002,G3,K1,NO,primærproduksjon,UDI innvilget 4431 sesongtillatelser til tredjelandsborgere i januar–desember 2025 (EØS-borgere trenger ikke slik tillatelse).,tall,4431,innvilgede sesongtillatelser,2025,https://www.udi.no/en/statistics-and-analysis/statistics/innvilgede-arbeidstillatelser-for-tredjelandsborgere-etter-statsborgerskap-og-type-tillatelse-2025/,UDI,2025,tabell totalt Sesong,Totalt | 3593 | 4431 | 2206 | 10230,primær,lest_i_kilde,indikator,Dekker kun tredjeland; Vietnam 2013 sesongtillatelser
G3-NO-003,G3,K1,NO,primærproduksjon,"UDI definerer sesongarbeid som bl.a. jordbruk, skogbruk, fiskeforedling, hortikultur og turisme.",fakta,,,https://www.udi.no/en/answer-pages/svarside-sesong/,UDI,u.å.,FAQ sesongarbeid,"Examples of seasonal work is work in the agricultural industry, the forestry industry, the fishing industry, and the horticulture industry.",primær,lest_i_kilde,bakgrunn,Regeldefinisjon ikke omfangstall
G3-NO-004,G3,K1,NO,primærproduksjon,Gjennomsnittsalder for personlige jordbruksbrukere i Norge var 53 år i 2025 (34 628 brukere totalt).,tall,53,år (gjennomsnitt); n=34628 brukere,2025,https://www.ssb.no/statbank/table/05977,SSB,2025 (oppdatert 23.01.2026),tabell I alt,Gjennomsnittsalder alle personlege brukarar | 53,primær,lest_i_kilde,indikator,Tabell 05977
G3-NO-005,G3,K1,NO,primærproduksjon,"LMD-arbeidsgruppe (mars 2023): økte utfordringer med tilgang på klinisk veterinærtjeneste for produksjonsdyr, særlig der besetninger er få og spredte.",fakta,,,2023,https://regjeringen.no/contentassets/1807e0e77eb443fbbdf53cf24a7132a9/access-to-veterinary-services-in-norway-summary-and-mandate.pdf,Landbruks- og matdepartementet (arbeidsgruppe),2023-03-10,Summary §1,"challenges with availability for veterinarians to perform clinical veterinary practice on food producing animals … have increased noticeably",primær,lest_i_kilde,hvitbok_kap7,Ikke nasjonalt antall ubesatte vakter i sammendraget
G3-NO-006,G3,K1,NO,primærproduksjon,Kommuner har lovpålagt ansvar for tilfredsstillende tilgang til dyrehelsepersonell og veterinærvakt utenom ordinær arbeidstid.,policy_mål,,,2023,https://regjeringen.no/contentassets/1807e0e77eb443fbbdf53cf24a7132a9/access-to-veterinary-services-in-norway-summary-and-mandate.pdf,LMD arbeidsgruppe,2023-03-10,Mandate bakgrunn,"municipalities must ensure satisfactory access to services from animal health personnel",primær,lest_i_kilde,bakgrunn,Juridisk plikt sitert i rapportmandat
G3-NO-007,G3,K1,NO,forbruk / husholdning,DSB anbefaler at flest mulig er forberedt på å klare seg selv i én uke.,policy_mål,7,dager,2024,https://www.dsb.no/sikkerhverdag/egenberedskap/slik-bidrar-du-til-norges-beredskap/,DSB,u.å. (lest 2026-09-14),ingress,"Norske myndigheter anbefaler at flest mulig er forberedt på å klare seg selv i en uke.",primær,lest_i_kilde,hvitbok_kap10,Gjeldende norsk råd; motstrid med SPEK-omtale av 3 dager
G3-NO-008,G3,K1,NO,forbruk / husholdning,"DSB-sjekkliste inkluderer mat som tåler romtemperatur og grill, kokeapparat eller stormkjøkken.",fakta,,,https://www.dsb.no/sikkerhverdag/egenberedskap/slik-bidrar-du-til-norges-beredskap/,DSB,u.å.,Sjekkliste,"Mat som tåler lagring i romtemperatur. Grill, kokeapparat eller stormkjøkken.",primær,lest_i_kilde,hvitbok_kap10,Kompetanse til alternativ tilberedning forutsatt
G3-NO-009,G3,K1,NO,forbruk / husholdning,I DSB/Ipsos-undersøkelse uke 50–51 2023 hadde 70 % tørrmat/boksmat som dekker matbehov i noen dager.,tall,70,prosent av respondenter,2023,https://www.dsb.no/siteassets/rapporter-og-publikasjoner/rapporter/rapport-om-husholdningers-egenberedskap-2024/,DSB / Ipsos,2024 (data 2023),figur ting i boligen,Tørrmat/boksmat som dekker matbehov i noen dager | 70,primær,lest_i_kilde,indikator,Ca. 1000 spurte; feilmargin ca. ±1,4–3,2 pp
G3-NO-010,G3,K1,NO,forbruk / husholdning,52 % hadde grill eller kokeapparat på gass eller rødsprit (DSB 2023-data).,tall,52,prosent,2023,https://www.dsb.no/siteassets/rapporter-og-publikasjoner/rapporter/rapport-om-husholdningers-egenberedskap-2024/,DSB / Ipsos,2024,figur ting i boligen,Grill eller kokeapparat på gass eller rødsprit. | 52,primær,lest_i_kilde,indikator,Proxy for tilberedningskapasitet uten strøm
G3-NO-011,G3,K1,NO,forbruk / husholdning,47 % hadde lagret drikkevann i flasker/beholdere (opp fra 27 % i 2019).,tall,47,prosent,2023,https://www.dsb.no/siteassets/rapporter-og-publikasjoner/rapporter/rapport-om-husholdningers-egenberedskap-2024/,DSB / Ipsos,2024,sammendrag,"Nesten halvparten (47 %) har lagret drikkevann, andelen har økt jevnt siden 2019, da den kun var 27 %.",primær,lest_i_kilde,indikator,
G3-NO-012,G3,K1,NO,forbruk / husholdning,52 % vurderte seg som litt eller ikke godt forberedt på å klare seg i 3 døgn uten strøm/tele/internett/vann; medianhushold estimerte 4 døgn.,tall,52,prosent (selvvurdert); median 4 døgn,2023,https://www.dsb.no/siteassets/rapporter-og-publikasjoner/rapporter/rapport-om-husholdningers-egenberedskap-2024/,DSB / Ipsos,2024,sammendrag,"Over halvparten (52 %) er litt eller ikke godt forberedt på å klare seg i 3 døgn … Medianhusholdet estimerer at de kan klarer seg i 4 døgn",primær,lest_i_kilde,indikator,Selvvurdering ikke observasjon
G3-NO-013,G3,K1,NO,forbruk / husholdning,58 % oppgir at de kan grunnleggende førstehjelp; 51 % har tenkt gjennom lengre strømbrudd.,tall,58,prosent (førstehjelp); 51 % strøm,2023,https://www.dsb.no/siteassets/rapporter-og-publikasjoner/rapporter/rapport-om-husholdningers-egenberedskap-2024/,DSB / Ipsos,2024,sammendrag,"6 av 10 kan grunnleggende førstehjelp (58 %) og halvparten har tenkt gjennom hva de skal gjøre ved lengre bortfall av strøm (51 %).",primær,lest_i_kilde,indikator,
G3-NO-014,G3,K1,NO,foredling,"NHO Mat og Drikke: to av tre bedrifter oppgir udekket kompetansebehov; aldrende arbeidsstyrke og lav søkning til yrkesfag fremheves.",tall,2/3,andel bedrifter (selvrapportert),,https://www.nhomd.no/politikk/utdanning-og-kompetanse/,NHO Mat og Drikke,side oppdatert 2026-08-03,ingress,"To av tre bedrifter i NHO Mat og Drikke oppgir å ha et udekket kompetansebehov.",sekundær,lest_i_kilde,hvitbok_kap7,Bransjeorg.; underliggende barometerår ikke spesifisert på siden
G3-FI-001,G3,K1,FI,primærproduksjon,I 2023 arbeidet 118 000 personer i landbruk og hortikultur i Finland.,tall,118000,personer,2023,https://www.luke.fi/en/statistics/agricultural-and-horticultural-labour-force/agricultural-and-horticultural-labour-force-2023,Luke,2025-02-28,bullet 1,"In 2023, a total of 118,000 people worked in agriculture and horticulture",primær,lest_i_kilde,indikator,
G3-FI-002,G3,K1,FI,primærproduksjon,"Nesten 16 000 utenlandske ansatte i FI landbruk/hortikultur 2023, herav ca. 2600 faste og 13200 korttids.",tall,16000,utenlandske ansatte (ca.),2023,https://www.luke.fi/en/statistics/agricultural-and-horticultural-labour-force/agricultural-and-horticultural-labour-force-2023,Luke,2025-02-28,bullet 5,"Agriculture and horticulture employed nearly 16,000 foreign employees, of whom some 2,600 were permanent and 13,200 short-term employees.",primær,lest_i_kilde,hvitbok_kap7,Nevner: totalt 118000 i sektoren
G3-FI-003,G3,K1,FI,primærproduksjon,"Ca. 11000 faste og 23000 korttids ansatte; utendørs hortikultur sysselsatte flest korttids.",tall,23000,korttids ansatte,2023,https://www.luke.fi/en/statistics/agricultural-and-horticultural-labour-force/agricultural-and-horticultural-labour-force-2023,Luke,2025-02-28,bullet 4,"There were a little more than 11,000 permanent employees and 23,000 short-term employees.",primær,lest_i_kilde,indikator,
G3-FI-004,G3,K1,FI,primærproduksjon,Gjennomsnittsalder for bønder i Finland var 55 år i 2024; 35910 aktive landbruksforetak.,tall,55,år; n=35910 foretak,2024,https://stat.fi/en/publication/cmfxn8zwtac8707utcdy2yq08,Statistics Finland,2026-03-25,Key selections,"According to Statistics Finland's data, the average age of farmers was 55 years in 2024.",primær,lest_i_kilde,indikator,
G3-FI-005,G3,K1,FI,primærproduksjon,"Offisiell beslutning 15.05.2024: villbærplukking skal primært skje som sesongarbeid i ansettelsesforhold; avhengighet av utenlandske plukkere (særlig Thailand) beskrevet.",vedtak,,,2024,https://valtioneuvosto.fi/en/-/1410877/wild-berry-pickers-from-abroad-to-mainly-enter-finland-as-seasonal-workers-in-an-employment-relationship,Finnish Government / TEM,2024-05-15,ingress,"The picking of wild berries is strongly dependent on foreign labour, especially pickers invited and recruited from Thailand.",primær,lest_i_kilde,hvitbok_kap7,Status: beslutning/plan for 2025-sesong
G3-FI-006,G3,K1,FI,primærproduksjon,"FCG-utredning til OKM/MMM (2023): brist på veterinærer i FI, inkl. produksjonsdyr og kommunale tilsynsveterinærer; forslag +20 utdanningsplasser/år.",policy_mål,20,nye utdanningsplasser per år (forslag),2023,https://valtioneuvosto.fi/sv/-/1410845/utredning-foreslar-okad-veterinarutbildning-och-battre-arbetsmiljo-for-veterinarer,Statsrådet / MMM+OKM,2023-03-10,brödtext,"Enligt utredningen råder det brist på veterinärer i Finland.",primær,lest_i_kilde,hvitbok_kap7,Anbefaling ikke nødvendigvis implementert
